**********TEST ON************************Sun Also Rises**************('[0.9999246]', 'book i ? 1 ? ? was once ? ? ? of ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[3.528595e-05]', 'got a family ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9992934]', 'going to write me a letter and send me the money i ? him ? ? ? ? ? ? ? ? ? ? ?')
('[0.00025809]', 'wonderful ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.989335]', 'hope i gave him the right address ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “you probably did ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “well anyway ? eat ” said bill ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? you want me to tell you some more travel stories ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “go on ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? eat ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we went down stairs and out onto the ? st ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? in the warm june evening ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.592802e-05]', '“where will we go ” ? to eat on the island ” “sure ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we walked down the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.798733]', 'at the juncture of the ? ? ? with the ? is a ? of two men in flowing robes ? ? ? ? ?')
('[1.7791986e-05]', '“i know who they are ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” bill eyed the monument ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? who ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? try and fool me on paris ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we went on ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? a ? ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? to buy anything nice ? dog ” “come on ” i said ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ? eyed ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? nice ? dogs ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.45603207]', '“certainly ? up your flat ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “come on ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “just one ? dog ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9542121]', 'i can take ? or leave ? alone ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[4.1157007e-05]', 'but listen ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.99248505]', 'just one ? dog ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “come on ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? everything in the world to you after you bought it ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00015357]', 'simple ? of values ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00010324]', 'you give them money ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[6.681681e-05]', 'they give you a ? dog ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? get one on the way back ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “all right ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00322008]', 'have it your own way ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.8060207e-05]', 'road to hell paved with ? ? dogs ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[7.545948e-05]', 'not my fault ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we went on ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? you feel that way about dogs so sudden ” “always felt that way about dogs ? ? ? ? ? ? ? ? ?')
('[2.4855137e-05]', 'always been a great ? of ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we stopped and had a drink ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.45603207]', '“certainly like to drink ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7821789e-05]', '“you ought to try it some times ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? about a hundred and forty four ahead of me ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? not to daunt you ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.065301e-05]', 'never be ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9833852]', 'secret of my success ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.065301e-05]', 'never been ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.065301e-05]', 'never been ? in public ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “where were you drinking ” ? at the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.1278858e-05]', 'george made me a couple of jack roses ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? a great man ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.99966246]', 'know the secret of his success never been ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? be ? after about three more ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “not in public ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9995959]', 'if i begin to feel ? ? go off by myself ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? like a cat that way ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “when did you see harvey stone ” ? the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.2292137e-05]', 'harvey was just a little ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? eaten for three days ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? eat any more ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.99248505]', 'just goes off like a cat ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[7.638335e-05]', 'pretty sad ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? all right ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9999505]', 'wish he ? keep going off like a cat though ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00106362]', 'makes me nervous ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? we do to night ” ? make any difference ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[5.698204e-05]', 'only ? not get ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.79708e-05]', 'hard boiled eggs here if they had hard boiled eggs here we ? have to go all the way down to the island to eat')
('[1.7762184e-05]', '” ? ” i said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? going to have a regular ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “just a suggestion ” said bill ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? to start now ” “come on ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we started on again down the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9962807]', 'a horse cab passed us ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.835823e-05]', 'bill looked at it ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.7287388]', '“see that horse cab going to have that horse cab ? for you for christmas ? ? ? ? ? ? ? ? ? ?')
('[0.9992934]', 'going to give all my friends ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? a nature ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” a ? passed some one in it waved then banged for the driver to stop ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the ? backed up to the curb ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9372498]', 'in it was ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? lady ” said bill ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? to ? us ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? ” ? said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ” “this is bill ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9999691]', 'lady ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? smiled at bill ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7791986e-05]', '“i say ? just back ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? bathed even ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.8022839]', 'michael comes in to night ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “good ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.983261]', 'come on and eat with us and ? all go to meet him ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “must clean myself ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “oh ? come on ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “must ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he ? get in till nine ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “come and have a drink then before you ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? do that ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[5.6385994e-05]', 'now ? not talking ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we got in the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the driver looked around ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.6861755]', '“stop at the ? ? ” i said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7940998e-05]', '“we might as well go to the ? ” ? said ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7791986e-05]', '“i ? drink these rotten ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? des ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? turned to bill ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.3514031]', '“have you been in this ? city long ” “just got in to day from budapest ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “how was budapest ” “wonderful ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00114489]', 'budapest was wonderful ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “ask him about ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? ” said bill “is a strange city ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “very much like paris ” ? smiled at him ? the corners of her eyes ? ? ? ? ? ? ? ? ?')
('[1.8000603e-05]', '“exactly ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.3573637e-05]', '“very much like paris at this moment ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “you have a good start ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” sitting out on the ? of the ? ? ordered a ? and ? i took one too and bill took another ? ?')
('[2.1576881e-05]', '“how are you ? ” ? ” i said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? had a good time ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? looked at me ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7791986e-05]', '“i was a fool to go away ” she said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? an ? to leave paris ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “did you have a good time ” “oh all right ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.07360911]', 'interesting ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[7.545948e-05]', 'not ? amusing ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “see anybody ” “no hardly anybody ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9542121]', 'i never went out ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? you swim ” “no ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? do a thing ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? like ? ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? wrinkled up the corners of her eyes at him ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7791986e-05]', '“so ? the way it was in ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “it was like everything in ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? smiled at him again ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? a nice friend ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? all right ” i said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? a ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “that was in another country ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7821789e-05]', '“and besides all the ? were dead ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “one more ” ? said “and i must run ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.99860984]', 'do send the ? for a ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? a line of them ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.8388033e-05]', 'right out in front ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “good ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we had the drink and put ? into her ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ? at the select around ten ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.99970007]', 'make him come ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.8022839]', 'michael will be there ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? be there ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the ? started and ? waved ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? a girl ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? damned nice ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? michael ” “the man ? going to marry ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “well well ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? always just the stage i meet anybody ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? i send them think ? like a couple of ? race horses ” “we better eat ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “is she really lady something or other ” bill asked in the ? on our way down to the ? saint ? ? ?')
('[1.7762184e-05]', '“oh yes ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9372498]', 'in the ? book and everything ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “well well ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we ate dinner at ? ? ? on the far side of the island ? ? ? ? ? ? ? ? ? ?')
('[2.5957823e-05]', 'it was crowded with americans and we had to stand up and wait for a place ? ? ? ? ? ? ? ? ?')
('[4.0233135e-05]', 'list as a quaint ? on the paris ? as yet ? by americans so we had to wait forty five minutes for a table')
('[1.835823e-05]', 'bill had eaten at the ? in ? and right after the ? and ? ? made a great fuss over seeing him ? ?')
('[0.18742159]', '? get us a table though ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? woman though ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we had a good ? a ? chicken new green ? ? ? a salad and some apple ? and ? ? ? ?')
('[0.18742159]', '? got the world here all right ” bill said to ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00170535]', 'she raised her hand ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '“oh my god ” ? be rich ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “i hope so ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.835823e-05]', 'bill ? up the same as ever on a ? that was doubtless one of the ? features paid it shook hands and went out')
('[1.7821789e-05]', '“you never come here any more ? ? ” ? ? said ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? many ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “come at lunch time ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? not crowded then ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “good ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? be down soon ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we walked along under the trees that grew out over the river on the ? ? side of the island ? ? ? ?')
('[0.9935448]', 'across the river were the broken walls of old houses that were being torn down ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? going to cut a street through ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “they would ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00048298]', 'we walked on and ? the island ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.1189451e-05]', 'river was dark and a ? ? went by all bright with lights going fast and quiet up and out of sight under the bridge')
('[0.98169214]', 'down the river was ? ? ? against the night sky ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the seine by the wooden foot bridge from the ? de ? and stopped on the bridge and looked down the river at ? ?')
('[1.7940998e-05]', 'standing on the bridge the island looked dark the houses were high against the sky and the trees were shadows ? ? ? ? ?')
('[0.18742159]', '? pretty grand ” bill said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00130132]', '“god i love to get back ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we leaned on the wooden rail of the bridge and looked up the river to the lights of the big bridges ? ? ?')
('[0.00497049]', 'below the water was smooth and black ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.5957823e-05]', 'it made no sound against the ? of the bridge ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9962807]', 'a man and a girl passed us ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[6.681681e-05]', 'they were walking with their arms around each other ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00048298]', 'we crossed the bridge and walked up the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.5957823e-05]', 'it was steep walking and we went all the way up to the place ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the ? light shone through the leaves of the trees in the square and ? the trees was an s bus ready to start ?')
('[0.91910446]', 'music came out of the door of the ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[3.015995e-05]', 'through the window of the ? ? ? i saw the long zinc bar ? ? ? ? ? ? ? ? ? ? ?')
('[0.9173697]', 'outside on the terrace working people were drinking ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.9372498]', 'in the open kitchen of the ? a girl was cooking ? ? in oil ? ? ? ? ? ? ? ? ? ?')
('[0.0001685]', 'there was an iron ? of stew ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00783637]', 'the girl ? some onto a plate for an old man who stood holding a bottle of red wine in one hand ? ? ?')
('[0.18742159]', '? to have a drink ” “no ” said bill ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7791986e-05]', '“i ? need it ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” we turned to the right off the place ? walking along smooth narrow streets with high old houses on both sides ? ? ?')
('[0.8824382]', 'some of the houses ? out toward the street ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00012943]', 'others were cut back ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.7179718e-05]', 'saint ? and then walked south past ? de ? set back behind the courtyard and the iron fence to the ? ? ? royal')
('[1.7821789e-05]', '“what do you want to do ” i asked ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.00032681]', 'on past the ? ? and all the little ? ? crossed the street to the ? past its lights and tables to the select')
('[0.8022839]', 'michael came toward us from the tables ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he was ? and healthy looking ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ? ? ” he said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ? ? ? how are you old lad ” “you look very fit ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” “oh i am ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? ? fit ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? done nothing but walk ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.0116568e-05]', 'walk all day long ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[3.260374e-05]', 'one drink a day with my mother at tea ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” bill had gone into the bar ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[2.8669834e-05]', 'he was standing talking with ? who was sitting on a high stool her legs crossed ? ? ? ? ? ? ? ? ?')
('[0.00170535]', 'she had no stockings on ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? good to see you ? ” michael said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? a little tight you know ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[6.1273575e-05]', 'amazing ? it did you see my nose ” there was a patch of dried blood on the bridge of his nose ? ? ?')
('[0.18742159]', '? old ? bags did that ” ? said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7791986e-05]', '“i reached up to help her with them and they fell on me ? ? ? ? ? ? ? ? ? ? ? ?')
('[1.7762184e-05]', '” ? ? at him from the bar with her cigarette holder and wrinkled the corners of her eyes ? ? ? ? ? ?')
('[0.18742159]', '? old lady ” said ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
('[0.18742159]', '? bags fell on me ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?')
